fdcNumber	conceptId	Keytype	indexTerm-en	indexTerm-de	indexTerm-sv	indexTerm-fi	indexTerm-fr	indexTerm-sl	indexTerm-sp	Match	agrovocConcept	scopeNote	fi-new-term	seÄven	USE-se	RT-se	v2016-se	altLabel-en	altLabel-de	altLabel-sv	altLabel-fi	altLabel-fr	altLabel-sl	altLabel-sp	hiddenLabel-en	hiddenLabel-de	hiddenLabel-sv	hiddenLabel-fi	hiddenLabel-fr	hiddenLabel-sl	hiddenLabel-sp
367.4	1642		other stump-grubbing  machines	Andere Rodegeräte oder Rodemaschinen	övriga stubbrytare  (stubbrytning)	kannonnosto muilla koneilla			cepas, arranque de; otras máquinas 										Waldteufel												
367.5	1643		other stump-grubbing devices	Andere Rodeverfahren	övriga förfaringssätt (stubbrytning)	kannonnosto muilla välineillä			cepas, arranque de; otros procedimientos 										Rodehaue|Spitzhaue|Kreuzhaue|Hebbaum												
367.6	1644		auxiliary equipment (stump-grubbing)	Hilfsgeräte zum Roden	hjälpredskap  (stubbrytning)	kannonnoston apuvälineet			cepas, arranque de; equipo auxiliar 																						
369	1645		Climbing equipment	Baumsteigegeräte	klättringsredskap	kiipeilyvälineet			escalas: para trabajos forestales 										Sicherungsseile												
369	1646		Faggot-binders	Wellenbinder		kimpunsidontavälineet			fajinas, atadores de 																						
369	1647		Ladders: for forest work	Leitern: für Waldarbeit	stegar: för avverkning	tikkaat (kiipeilyvälineet)			trepadores 																						
37	1648		Extraction: timber	Bringung des Holzes	skogsmekanisering: av transport				extracción: de la madera  																						
37	1649		Transport of forest products: technique, equipment etc.	Holztransport	transport av skogsprodukter: teknik, utrustning m.m.	metsäkuljetus			transporte de productos forestales: tecnica, equipo, etc. 																	Transport der Forsterzeugnisse: Technik, Geräte usw.					
371	1650		Loading: technique	Laden und Entladen: Technik	skogstransport: lastning	lastaus (metsäkuljetus)			carga: técnica 																						
371	1651		Unloading: technique	Entladen: Technik	skogstransport: lossning	purku (metsäkuljetus)			descarga: técnica 																						
372	1652		air transport	Transport zu Lande		ilmakuljetus																									
372	1653		land transport	Transport durch die Luft		maakuljetus																									
372	1654		Timber forwarding	Rücken und Abfuhr: Methoden, Technik		juonto			deslizamiento y arrastre, métodos, técnica 									Skidding and hauling: methods, technique													
372/376	1655		Transport of forest products: technique, equipment etc., land transport (methods, technique)		transport av skogsprodukter: teknik, utrustning m.m., till lands: (metoder, teknik)	metsäkuljetus: tekniikka ja varusteet			transporte de productos forestales: terrestre: (métodos técnicos) 																						
373	1656		chutes (forest transport)	Transport mit hilfe von Riesen Schlittwegen und Wasserriesen	ränning (skogstransport)	rännit (metsäkuljetus)																									
373.0	1657		Friction in chutes, slides etc.	Reibung in Riesen, Schlittwegen usw.	friktion vid transport	kitka (kourut)			rozamiento en lanzaderos, deslizadores, caminos  para trineos, etc. 																						
373.0	1658		Gravity as factor in chutes, slides etc.	Schwerkraft als Faktor bei Riesen, Schlittwegen usw.	tyngdkraftens inverkan vid transport i glidbanor, torrrännor m.m.	painovoima (kourut)			gravedad; factor en lanzaderos, deslizaderos, etc.  																						
373.2	1659		Chutes	Riesen	ränning	putket			lanzaderos 										Holzriesen												
373.3	1660		Sledge-ways	Schlittwege	kälkrännor	kelkkaradat			trineos, pistas para 																						
373.3	1661		Slides, timber	Riesen für Holz	torrännor	kourut (puun kuljetus)			deslizaderos de madera 																						
373.4	1662		Flumes	Wasserriesen	flottningsrännor	uittorännit			lanzaderos hidráulicos 																						
374.1	1663		Man, carriage by, as method of forest transport	Holztransport durch Menschenkraft	skogstransport utförd av människor	metsäkuljetus: ihmisvoimalla			hombre; el - como método de transporte forestal 																						
374.2	1664		Animal transport of forest products	Holztransport durch Tiere	skogstransport utförd av djur	metsäkuljetus: eläinvoimalla			animales; transporte  de productos  forestales por - 																						
374.3	1665		Donkeys, transport by	Esel, Transport durch	åsnor, transport med	aasikuljetus			burros, transporte  por 																						
374.3	1666		Horse, transport by	Pferde, Transport durch	hästar, transport med	hevoskuljetus			caballos, transporte  por 																						
374.3	1667		Mules, transport by	Maultiere, Transport durch	mulor, transport med	muulikuljetus			mulas, transporte por 																						
374.4	1668		Buffaloes, transport by	Büffel, Transport durch	bufflar, transport med	puhvelikuljetus			búfalos, transporte por 																						
374.4	1669		Oxen, transport by	Ochsen, Transport durch	oxar, transport med	härkäkuljetus			bueyes, transporte por																						
374.6	1670		Elephants, transport by	Elefanten, Holztransport durch	elefanter, transport med	norsukuljetus			elefantes, transporte por 																						
374.9	1671		Camels, transport by	Kamele, Holztransport durch	kameler, transport med	kamelikuljetus			camellos, transporte por medio de  																						
375	1672		Mechanized forest transport: technique	Mechanisierter Holztransport: Technik	mekaniserad skogstransport (utom i luft): teknik	metsäkuljetus: konevoimalla (paitsi ilmateitse)			transporte mecanizado																	Transport durch maschinelle Verfahren (ausser Flugzeuge und Hubschrauber)					
375.1	1673		Cable logging	Drahtseilzug (Holztransport)	transport med hjälp av linor	köysiratakuljetus			cables, transporte por medio de 																						
375.1	1674		cableway	Seilbahn	linbanor	köysiradat												sky-line	Kabelbahn												
375.11	1675		Cable logging: ground line and winch	Bodenzug und Rückewinde	transport med hjälp av linor, med vinsch utan bärlina	maakaapeli ja vinssi			cables de arrastre y cabrestantes 																						
375.11	1676		Winch logging: with ground line		vinschar, transport med	vinssit ja maakaapeli			cabrestantes con cables de arrastre 																						
375.11	1677			Drahtseilung ohne Tragseil	linbanor, utan bärlina	käysiradat ilman yläköyttä																									
375.12	1678		Cable logging: overhead lines	Drahtseilzug, Holztransport durch: Tragseil	linbanor, med bärlina	köysiradat yläköydellä			cables aéreos funiculares  																						
375.12	1679		Overhead lines, transport by	Tragseil, Transport mit	bärlina, transport med	yläköysikuljetus			cabrestantes con cables aéreos funiculares 																						
375.12	1680		Winch logging: with overhead line		transport med hjälp av linor, med vinsch med bärlina	vinssiveto yläköydellä														kabelkranar											
375.13	1681		Cable logging: simple hand-controlled gravity cable (Abseilen)	Abseilen am Steilhang	transport med hjälp av linor, handkontrollerad lina ("Abseilen")	käsiohjattu vinssiveto			cables regulados a mano para bajar madera (Abseilen)																						
375.2	1682		Sledge, transport by	Schlitten, Transport mit	kälkar, transport med	kuljetus kelkalla			trineos, transporte por 																						
375.4	1683		Tractors (wheeled or caterpillar): transport by	Rad- oder Raupenschlepper: Transport durch	traktorer, transport med	kuljetus traktorilla			tractores, transporte por 																						
375.5	1684		Lorry, transport by	Lastkraftwagen: Transport mit	skogstransport med lastbil	metsäkuljetus: kuorma-autoilla			camión, transporte por 											lastbilar, transport med	kuorma-auto, metsäkuljetus										
375.7	1685		Railways, forest: transport by	Waldeisenbahnen: Transport mit	skogsjärnvägar: transport med	metsärautatiet			ferrocarriles forestales : transporte  por  																		järnvägar: skogsjärnvägar				
375.8	1686		Railways, public; transport by	Öffentlichen Eisenbahnen: Transport mit	transport med allmänna järnvägar	metsäkuljetus rautateitse			ferrocarriles públicos; transporte por 											skogstransport med järnvägar							allmänna järnvägar, transport med|järnvägar: allmänna				
375.9	1687		Air cushion vehicles	Luftkissenfahrzeuge		ilmatyynyalukset																									
376	1688		Air transport of forest products	Holztransport durch Flugzeug oder Hubshrauber	lufttransport av skogliga produkter	metsäkuljetus ilmateitse			transporte de productos forestales: aeronáutico 										Lufttransport von Forsterzeugnissen						Transport of forest products: technique, equipment etc: air transport	Transport von Forsterzeugnissen: Verfahren, Ausrüstung usw.: Lufttransport	transport av skogsprodukter: teknik, utrustning m.m., med luftfarkoster				
376	1689		Helicopter logging	Helikopterbringung	avverkning med helikopter	helikopterihakkuu																									
377	1690		Mechanized forest transport: equipment	Mechanisierter Holztransport: Maschinen und Geräte	mekaniserad skogstransport: utrustning	Koneellinen kuljetus												Vehicles, forest transport			metsäkuljetus: pyörälliset kulkuneuvot			arrastre, arcos para el - 							
377	1691		Skidding and hauling: equipment	Rücken und Abfuhr: Maschinen und Geräte		kelkat ja reet: teknologia			deslizamiento y arrastre, equipo de 																						
377	1692		Transport of forest products: technique, equipment etc: land transport (equipment, machines etc.)	Transport der Forsterzeugnisse: Landtransport: (Maschinen, Geräte usw.)	transport av skogsprodukter: teknik, utrustning m.m., till lands: (utrustning)	metsätuotteiden kuljetus: tekniikka ja välineet			transporte de productos forestales: terrestre: (equipo, máquinas, etc.) 																						
377.1	1693		Equipment for Loading and unloading	Maschinen und Geräte zum Laden und Entladen	utrustning för lastning och lossning	laitteet lastaukseen ja purkuun			eguipo de  carga y descarga																						
377.21	1694		Cables, logging	Drahtseile	linor, för lastning och lossning	kaapelit			cables de carga y descarga  																						
377.22	1695		Winches	Winden	vinschar	vinssit			malacates 																						
377.23	1696		Engines, cable-logging	Kraftmaschinen für Rücken mit Drahtseilen		koneet, köysiratakuljetus			motores en la carga y descarga con cables 																						
377.3	1697		Sledges: logging	Schlitten: Holzernte	slädar: för drivning	reki (hakkuut)			trineos: para arrastre 											medfordon											
377.31	1698		skidding pans	Rückepfannen		juontolevyt			planchas, arrastre con 																						
377.31	1699		Sledges: supporting one end of logs	Halbschläten	medfordon, som bär upp ena änden av stocken	reki, tukkia vain yhdestä päästä kantavat			trineos, apoyando un extremo de las trozas 											lunnkälkar|släpkälkar						Schlitten: Holzernte: die nur das eine Ende des Stammes aufnehmen					
377.32	1700		paired sledges	Doppelschlitten	timmerdoningar	parireki, tukkia molemmista päistä kantavat			trineos, por pareias 																Sledges: supporting both ends of logs	Vollschlitten: Holzernte: die beide Enden des Stammes aufnehmen	medfordon, som bär upp hela stockarna				trineos, apoyando ambos extremos de las trozas 
377.33	1701		Sledges: with racks or containers for small wood	Schlitten: Holzernte: mit Gestellen oder Behältern zum Schichtholztransport	medfordon, med vedstegar eller behållare för småved	reki, jossa lava tai tuet pienpuulle			trineos, con bastidores o cajones para madera de pequeñas dimensiones 																Racks for small wood: sledges with		vedstegar för småved				
377.37	1702		Motor sledges	Motorschlitten	motorslädar	moottorikelkat			trineos con motor																Sledges: motor	Schlitten: Holzernte: Motorschlitten	medfordon, motorslädar				trineos, con motor 
377.4	1703		Wheeled vehicles for logging	Fuhrwerke	bandtraktorerhjulfordon för drivning: för stockar	pyörälliset puunkorjuun ajoneuvot			ruedas; vehículos  de - para maderas 																						
377.41	1704		Logging arches	Rückebogen	släpbågar	kuormakaaret			arcos y ruedas para arrastre  											sulkies											
377.41	1705		Wheels, skidding (supporting log at one end)	Wagen zum Rücken des Holzes (die nur das eine Ende des Stammes aufnehmen)	släpkärror	dolly			ruedas para arrastre (que soportan un extremo de la troza) 																						
377.42	1706		Trailer vehicles	Anhänger	påhängskärror	peräkärryt			remolques 																Semi-trailer vehicles|Waggons, logging: for timber	Einachsanhänger|Wagen für den Holztransport: für Stammholz		vaunut (puunkorjuu)			semirremolques, vehículos (con sólo dos ruedas) |vagones: para madera 
377.43	1707		logging waggons: for small wood	Wagen für Schichtholz	hjulfordon för drivning: för småved	kärryt pienpuulle			vagones: para maderas de pequeñas dimensiones 									Trailer vehicles: for small wood	Anhänger: für Schichtholz						Trolleys, hand-logging		trallor för drivning				remolques para maderas de pequeñas dimensiones 
377.43	1708		Handcarts, logging	Schubkarren zum Holzrücken	skottkärror	kottikärryt			angarillas para maderas de pequeñas dimensiones  									Wheelbarrows, logging|Barrows, logging	Karren für den Holztransport|Rückekarren	handkärror				carretillas de mano (para maderas de pequeñas dimensiones) |ruedas; angarillas de - para maderas de pequeñas dimensiones 							
377.44	1709		forest tractor			ajokone 							f					Forwarder			forwarderi 										
377.44	1710		Tractors (wheeled or caterpillar)	Rad- oder Raupenschlepper	traktorer	kuormatraktori			tractores (de ruedas o de oruga) 																						
377.45	1711		Lorries	Lastkraftwagen	lastbilar	kuorma-autot			camión, transporte por  (maquinaria)										Sattelschlepper												
377.7	1712		forest railways	Waldeisenbahnen	skogsjärnvägar	metsärautatiet			ferrocarriles forestales : equipo, etc.  																						
377.71	1713		tracks  (forest railways)	Oberbau (Waldeisenbahnen)	spår (skogsjärnvägar)	radat (metsärautatiet)			carril (ferrocarriles forestales)											syllar (skogsjärnvägar)	kiskot (metsärautatiet)					Spurweiten, Gleise (Waldeisenbahnen)					
377.72	1714		rolling stock (forest railways)	Rollendes Material (Waldeisenbahnen)	skogsjärnvägar: rullande materiel	vaunut (metsärautatiet)			ferrocarriles forestales : bateas y vagones 																						
377.73	1715		Locomotives (forest railways)	Lokomotiven (Waldeisenbahnen)	lokomotiv (skogsjärnvägar)	veturit (metsärautatiet)			locomotoras (ferrocarriles forestales)																						
377.8	1716		hand tools (timber extraction)	Handwerkzeuge (Bringung des Holzes)	handverktyg (drivning)	käsityökalut (metsäkuljetus)			herramientas de mano (extracción de la madera)										Handgeräte zum Rücken|Rückenzange												
378	1717		Floating and driving	Trifen und Scheren	flottning	uitto														timmerflottning					Transport of forest products: technique, equipment etc: water transport	Transport der Forsterzeugnisse: Wassertransport	transport av skogsprodukter: teknik, utrustning m.m., till sjöss	metsätuotteiden kuljetus vesitse			transporte de productos forestales: por agua 
378	1718		Water transport techniques	Wassertransport des Holzes: Technik	vattentransport av virke	vesikuljetus			agua; transporte de madera por -: estudio técnico  																						
378.1	1719		getting wood into and out of water (water transport)	Einbringen und Anländen des Holzes	utvältning och upplyftning av virke	puiden lasku ja nosto (vesikuljetus)			lanzamiento y saca de la madera 																						
378.2	1720		Bundling of logs (water transport)	Binden (Wassertransport)	buntning (vattentransport)	niputus (vesikuljetus)			armadías; atado  																Floating and driving: bundling|bundling for rafting	Triften und Scheren: Binden|Binden der Flösseund Bündeln	buntning (flottning)|flottning i bom och i fasta flottar	niputus (uitto)			atado de los troncos para su transporte por agua |flotación y conducción, atado 
378.3	1721		Loose floating	Triften und Scheren	lösflottning (vattentransport)	uitto			conducción de maderadas																						
378.31	1722				ringbom	puomit																									
378.32	1723		Floating and driving: combined with rafting	Triften und Scheren: Verbindung mit Flößen	flottning i bom och i fasta flottar, lösflottning kombinerad med flottning i fasta flottar	tukkilautat			maderadas combinadas con armadías																Rafting: combined with floating	Flößerei: in Verbindung mit Triften und Scheren					
378.33	1724		Rafting	Flößerei	fasta flottar	tukkilautat			maderadas, generalidades																		flottning i bom och i fasta flottar, flottning i fasta flottar, allmänt				
378.34	1725		Rafting: on inland waters	Flößerei: auf Binnengewässern	flottning i bom och i fasta flottar, flottning i fasta flottar (i inlandsvattendrag)	sisävesikuljetus			maderadas en aguas continentalés																						
378.35	1726		Rafting: by sea	Flößerei: auf offener See	flottning i bom och i fasta flottar, flottning i fasta flottar (i havet)	merikuljetus			maderadas por mar 																						
378.4	1727			Probleme des Strandens und Sinkens ds Triffholzes	spilltimmer	uppotukit																									
378.41	1728		Floating and driving: prevention of stranding	Triften und Scheren: Verhütung des Strandens	flottning i bom och i fasta flottar, förebyggande av strandning	tukkilautat, rantautumisen estäminen			flotación y conducción, medidas para evitar el encallado 																						
378.41	1729		Stranding of timber, preventive measures	Stranden von Holz, Maßnahmen zur Verhütung	strandning av virke, åtgärder för att förhindra	rantautumisen estäminen			encallado de la madera ; medidas para evitarlo 																						
378.41/.43	1730			Gestrandetes Triftholz	landtimmer	rantautuneet ajopuut																									
378.42	1731		Floating and driving: salvage of stranded wood	Bergung gestrandeten Triftholzes	flottning i bom och i fasta flottar, bärgning av strandat virke	tukinuitto, rantaan ajautuneiden puiden keruu			flotación y conducción, recuperación de la madera encallada 																						
378.42	1732		Salvage: stranded timber	Bergung: gestrandetes Triftholz	bärgning av strandat virke	puunkorjuu, rantaan ajautuneet puut			recuperación de la madera encallada 																						
378.42	1733		Stranded timber, salvage	Strandholz, Bergung	tillvaratagande: av strandat virke	rantaan ajautuneiden puiden korjuu			encallada, madera: recuperación de la 																						
378.44	1734		Floating and driving: prevention of sinking	Triften und Scheren: Verhütung von Senkholzverlusten	flottning i bom och i fasta flottar, förebyggande av sjunkning				flotación y conducción, medidas para prevenir el hundimiento 																						
378.44	1735		Sinking of timber: preventive measures	Senkholz, Maßnahmen zur Verhütung von Verlusten	sjunkvirke	uppopuut			hundimiento de la madera: medidas para prevenir el 																						
378.45	1736		Salvage: sunken timber	Bergung von Senkholz	tillvaratagande: sjunkvirke	uppopuiden korjuu			recuperación de la madera hundida																Sunken timber, salvage	Senkholz, Bergung	bärgning av sjunkvirke				hundida, rnadera;  recuperación de la  
378.45	1737		Floating and driving: salvage of sunken wood	Triften und Scheren: Bergung von Senkholz	flottning i bom och i fasta flottar, bärgning av sjunkvirke				flotación y conducción, recuperación de la madera hundida 																						
378.5	1738		Sorting of timber floated jointly	Sortierung: des gleichzeitig getrifteten Holzes verschiedener Eigentümer	skiljning av virke	uittopuiden erottelu			clasificación de la madera flotada 																Floating and driving: sorting of timber floated jointly	Triften und Scheren: Sortierung von getriftetem Holz verschiedener Eigentümer	skiljet efter gemensam flottning	erottelu yhteisuiton jälkeen			flotación y conducción, clasificación de la madera flotada 
378.7	1739		installations and equipment (Floating and driving)	Geräte und Ausrüstung (Triften und Scheren)	anläggningar och utrustning (flottning)	uittorakenteet			flotación y conducción, instalaciones y equipos 										Triftsteig|Ländplatz|Ausländplatz						Waterways: installations in connexion with floating and rafting	Vorrichtungen zum Flößen und Triften		vesirakentaminen, tukinuitto			canales: instalaciones relacionadas con la flotación  y maderadas 
378.7	1740		Booms	Fangbäume	bommar	puomit			represas 																						
378.8	1741		Boats: transport by	Transport in Schiffen	båtar: transport med	laivakuljetus			botes: transporte por medio de 										Dampfern|Lastkähnen|Leichtem						water transport by boats	Wassertransport mit Schiffe	vattertransport med båtar	vesikuljetus: laivalla			
378.8	1742		Barges: transport by	Lastkähne, Leichter: Holz-Transport	pråmar: transport med	proomukuljetus			barcazas: transporte por 																						
378.8	1743		Loading: of barges and boats	Laden und Entladen: von Schiffen und Booten	lastning: i pråmar och båtar	lastaus (laivat ja proomut)			carga: de barcazas y botes 																						
378.8	1744		Unloading: barges and boats	Entladen: Schiffe usw.	lossning: av pråmar och båtar	purku (laivat ja promut)			descarga: de barcazas y botes 																						
38	1745		forest engineering	Forstliches Ingenieurwesen	skogstekniska anläggningar	metsäteknologia: rakentaminen			ingeniería forestal  											skogsbruk, anläggningar för								rakennukset ja tiet metsäteknologian kannalta			
381	1746		Materials: for forest engineering	Materialien: Für forstliches Ingenieuerwesen	materiel: för skogsbruksanläggningar	metsäteknologia: materiaalit																									
381.1	1747		Explosives and their use	Sprengstoffe und ihre Anwendung	sprängämnen och deras användning	räjähdysaineiden käyttö			explosivos y su uso 																Materials: for forest engineering (explosives)		materiel: för skogsbruksanläggningar (sprängämnen)	materiaalit: räjähdysaineet			
381.2	1748		Construction materials (forest engineering)	Baumaterialien (forstliches Ingenieurwesen)	materiel: för skogsbruksanläggningar (byggnadsmateriel)	rakennusmateriaalit			construcción, materiales de (íngeniería forestal) 																Materials: for forest engineering (constructional)|forest buildings: materials for	Bauwesen, forstliches, Material|Material für forstliche Bauten	byggnader, skogliga: materiel				edificaciones forestales: construcción, materiales para 
382	1749		forest buildings: construction	Gebäude	skogliga byggnader: konstruktion	rakennukset (metsäteknologia)			edificaciones forestales: construcción 																	Bauten, forstliche: Konstruktion					
382.3	1750		Huts for forest workers	Hütten für Waldarbeiter	raststugor	taukotuvat			barracones para los trabajadores forestales  									Shelters for forest workers	Schutzhütten und Schutzdächer für Waldarbeiter	kojor	suojat metsureille			cabañas para trabajadores forestales 							
382.3	1751		Logging camps: construction etc.	Holzhauerunterkünfte: Bau usw.	skogsförläggningar: konstruktion m.m.	metsätyömaarakennukset (rakentaminen)			campamentos para trabajos de saca de madera 																						
382.4	1752		Look-out: towers, construction	Feuerwachttürme, Bau	utkikstorn, uppförande av	valvontatornit (rakentaminen)			torres de vigilancia; construcción 									Towers, look-out; construction	Aussichtstürme; Konstruktion	utkikstorn (bevakning)											
382.7	1753		Labourers' quarters: construction	Arbeiter: Bau von Werkswohnungen usw.	baracker	työntekijöiden asunnot (rakentaminen)			ediﬁcaciones para alojamiento (trabajadores forestales)									Staff quarters, construction	Werkswohnungen, Bau von	arbetarbostäder	parakit				Workers': quarters (forest workers), construction	Arbeiter: Bau von Werkswohnungen usw.|Forsthäuser, Bau von	arbetare: baracker (skogsarbetare), konstruktion|bostäder för skogstjänstemän, konstruktion	asunnot metsänhoitajille			personal directivo y obrero, construcción de alojamientos para
382.8	1754		Stabling for animals used in forestry	Ställe für Tiere, die in der Forstwirtschaft verwendet werden	stallar	eläintallit (rakentaminen)			establos para animales en el monte 									Animal quarters (stables etc.)	Unterkünfte für Tiere (Stallungen usw.)												
383	1755		Roads, forest: technical planning; types of road; construction and maintenance	Strassen und Brucken	skogsvägar: teknisk planläggning	metsautoätiet ja sillat, tekninen suunnittelu			caminos forestales, estudio técnico, tipos de caminos, construcción y conservación 										Straßen: Technische Planung	vägar						Waldwege: technische Planung; Wegetypen; Bau und Unterhaltung					
383.1	1756		Roads, forest: technical planning; types of road; construction and maintenance (permanent roads)	Ständige Waldstraßen	skogsvägar: teknisk planläggning (permanenta vägar)	kiinteät metsäautotiet			caminos forestales, estudio técnico, tipos de caminos, construcción y conservación (caminos permanentes)  											vägar: permanenta											
383.2	1757		Temporary roads	Nichtständige Waldstrassen	tillfälliga skogsvägar	tilapäiset metsäautotiet			caminos forestales provisionales									snow roads|ice roads|strip roads	Schneewege|Eiswege	snövägar|isvägar	ajourat|lumitiet|jäätiet			pistas provisionales|caminos construídos en nieve|caminos construídos en hielo							
383.3	1758		Roads, forest: technical planning; types of road; construction and maintenance (grading)	Erdbau und Unterhaltung (Planierung)	skogsvägar: teknisk planläggning (schaktning)	tien kaivaminen (metsäautotiet)			caminos forestales, estudio técnico, tipos de caminos, construcción y conservación (nivelación) 											planering av vägar|schaktning av vägar											
383.4	1759		Roads, forest: technical planning; types of road; construction and maintenance (road surfaces and their maintenance)	Straßendecken und ihre Unterhaltung	skogsvägar: teknisk planläggning (vägbeläggningar och deras underhåll)	tien pinnoitus (metsäautotiet)			caminos forestales, estudio técnico, tipos de caminos, construcción y conservación (superficie de las carreteras y su conservación) 																						
383.6	1760		earth roads	Erdwege	grusvägar	soratiet																			Roads, forest: technical planning; types of road; construction and maintenance (earth roads, mixed road surfaces)	Waldwege: technische Planung; Wegetypen; Bau und Unterhaltung (Erdwege, Mischdecken)	skogsvägar: teknisk planläggning (grus- och jordvägar)				caminos forestales, estudio técnico, tipos de caminos, construcción y conservación (caminos  de tierra de superficie mezolada y su conservación) 
383.6	1761		mixed road surfaces	Mischdecken	jordvägar	maantiet																									
383.7	1762		Roads, forest: technical planning; types of road; construction and maintenance (machines and equipment)	Baugeräte und Baumaschinen	skogsvägar: teknisk planläggning (maskiner och utrustning)	tienrakennuskoneet			caminos forestales, estudio técnico, tipos de caminos, construcción y conservación (maquinas  y equipos)  																						
383.8	1763		Bridges: forest engineering	Brücken: forstliches Bauwesen	broar (skogsteknik)	sillat			puentes, ingeniería forestal 																						
383.8	1764		Culverts: forest engineering	Durchlässe, Dolen: Forstliches Ingenieurwesen	trummor: skogstekniskt	rummut			alcantarillas: ingeniería forestal  																						
383.8	1765		Loading: platforms (forest engineering)	Laderampen (forstliches Bauwesen)	lastning: lastbänkar	lastauspaikat			carga: cargaderos (ingeniería forestal) 											lastplatser											
384	1766		Protective works	Schutzbauten	skyddsanläggningar	suojarakenteet			trabajos de protección, contra aludes, etc. 										Wildbachverbauung												
384.1	1767		Landslides: constructional works against	Erdrutsche: Verbauungen gegen	jordskred: skyddsanläggningar	maanvyöryjen torjunta			corrimientos de tierras: obras para evitarlos 																						
384.1	1768		Protective works: against avalanches	Verbauung gegen Lawinen, Erdrutsche usw	skyddsanläggningar: mot laviner m.m.	lumivyöryjen torjunta			aludes: obras  de defensa contra  			see also 116.123.13						Avalanches: engineering works against	Lawinen: Verbauungen	laviner: skyddsanläggningar mot											
384.2	1769		Protective works: against erosion	Verbaung gegen Erosion	skyddsanläggningar: mot erosion	eroosiontorjunta			trabajos de protección, contra la erosión 									Erosion and erosion control, practical: engineering measures	Erosion und Schutzmaßnahmen gegen Erosion: Schutzmaßnahmen durch: "Contouring" Schutzbauten	erosion och praktiska motåtgärder: kontroll genom: skyddsanläggningar											
384.3	1770		Protective works: torrent training	Wildbachverbauung	torrläggning: skogstekniska synpunkter	valuavesien torjunta												Torrent training: protective works													
385	1771		Amelioration of forest sites: technique	Verbesserung forstlicher Standorte: Technik	skogsförbättring:  tekniska synpunkter	metsänparannus: metsäteknologian näkökulmasta			trabajos de mejoras en los montes (aspectio técnico)																						
385.1	1772		Drainage: engineering aspects; technique	Entwässerung: technische Durchführung	dränering (skogsteknik)	kuivaus (metsäteknologia)			avenamiento: aspecto técnico  																						
385.1	1773		forest drainage		skogsdikning	metsäojitus			drenaje: aspecto técnico 																						
385.2	1774		Irrigation: technique (engineering)	Bewässerung: forstliches Ingenieurwesen	bevattning: teknik	kastelu: teknologian kannalta			riegos: ingeniería  																						
385.3	1775		Sedimentation ("warping"), technique of	Sedimentation durch Überfluten, Technik der	sedimentering	sedimentaatio			sedimentación; aspecto técnico 																						
385.6	1776		Water supply, engineering aspects	Wasserversorgung, ingenieurmäßige Gesichtspunkte	vattenförsörjning, tekniska synpunkter	vedenjakelu			suministro de agua (ingeniería) 																						
385.6	1777		Wells	Brunnen	brunnar	kaivot			pozos  																						
386	1778		Flood control: engineering works for	Flußregulierung: Ingenieurarbeiten	vattenreglering, tekniska synpunkter	tulvantorjunta																									
386	1779		Protective works: stream-training works	Schutzbauten: Flussregulierungen	skyddsanläggningar: vattenreglering	suojapadot			trabajos de protección, regulación de corrientes 																						
386	1780		Stream training: engineering works	Wasserläufe: Flußregulierungen	reglering för vattenhushållning	koskien perkaus			corrección de torrentes, trabajos de ingenieria 									Torrent training: engineering works													
386	1781		Waterways: engineering works	Wasserstraßen: Ingenieurarbeiten	vattendrag, reglering av, tekniska synpunkter	vesirakentaminen			corrientes de agua, trabajos de inqeniería 															ríos y canales (aspecto técnico)|trabajos ﬂuviales							
387	1782		Radio communications in forestry: engineering aspects	Radioverbindungen in der Forstwirtschaft: Installation	radioanläggningar inom skogsbruket: tekniska synpunkter	radioviestintä			radio; comunicación por - en el monte, aspecto técnico 																						
387	1783		Telecommunications, forest: engineering aspects	Fernverbindungen, forstliche: ingenieurmäßige Gesichtspunkte	telekommunikationer, skogliga: tekniska synpunkter	viestintä teknologian kannalta			telecomunicaciones forestales: aspecto técnico 											kommunikationer											
387	1784		Transmission lines	Telephonverbindungen: Installation	telefon och telegraf, anläggningar	puhelinlangat			comunicaciones telefónicas																						
387.1	1785		Mobile phones	Mobiltelefone		matkapuhelimet (metsäteknologia)												Cell phones	Handys												
387.2	1786		Computer networks (for forest engineering operations)	Computernetzwerke für Arbeiten im forstlichen Ingenieurwesen	datanät (skogsteknologi)	tietoverkot (metsäteknologia)																									
387.2	1787		Wireless networks (for forest engineering operations)	Drahtlose Netzwerke für Arbeiten im forstlichen Ingenieurwesen		langattomat verkot																									
387.3	1788		Global positioning systems (GPS)	Globale Navigationssysteme	GPS	paikannus (gps)			GPS																						
4	1789		Forest protection	Forstschutz	skogsskydd	metsänsuojelu			protección del monte 																Protection: forest	Schutz: Forst-	skydd: skogs-	suojelu: metsän-			
4	1790		Injuries, forest	Forstschäden	skogsskador	metsätuhot														skador på skog											
41	1791		Protection: forest (general technique)	Schutz: Forst- (allgemeine Technik)	skogsskydd (allmän teknik)	metsänsuojelu: yleinen tekniikka			protección del monte, técnica  general											skydd: skogsskydd (allmän teknik)				tratamiento contra plagas o daños|proteccion, defensa							
410	1792		Damage analysis (identification)		skogsskador identifiering	metsätuhojen ja niiden aiheuttajien tunnistaminen ja seuranta																									
410	1793		Phytosanitary inspections	Schadensanalyse: Phytosanitäre Kontrollen	växtskyddskontrol	kasvinsuojelutarkastukset																									
